Date,ACN,ADBE,AMZN,AAPL,CSCO,FB,GOOG,IBM,INTC,MSFT,NFLX,ORCL,CRM,QCOM,XOM,T,KR,BAC,GE,LMT,HPQ,JPM,PG,UPS,RTX,DELL,WFC,DIS,AXP
1/3/2005,26.37,30.85,44.52,1.13,19.32,#N/A,101.35,97.75,23.07,26.74,1.7,13.41,4.15,42.32,50.09,25.59,8.57,46.46,36.59,54.21,9.56,39.15,55.19,85,32.41,#N/A,30.96,27.85,48.94
1/4/2005,25.75,30.03,42.14,1.14,18.56,#N/A,97.25,96.7,22.61,26.84,1.67,13.06,4.09,42.13,49.75,25.32,8.35,45.82,36.15,53.29,9.49,38.41,54.5,83.92,32.03,#N/A,30.98,27.55,48.21
1/5/2005,25.65,29.87,41.77,1.15,18.57,#N/A,96.75,96.5,22.39,26.78,1.6,13.1,4.49,42.31,49.49,25.44,8.28,45.29,35.93,54.63,9.53,38.49,55.07,83.75,31.8,#N/A,31.02,27.4,47.65
1/6/2005,25.42,29.37,41.05,1.15,18.85,#N/A,94.27,96.2,22.46,26.75,1.58,13.22,4.43,43,50.12,25.15,8.21,45.22,36.22,54.51,9.52,38.71,55.34,83.66,31.81,#N/A,31.13,27.44,47.41
1/7/2005,26.61,29.39,42.32,1.24,18.72,#N/A,96.92,95.78,22.8,26.67,1.59,13.33,4.39,43.22,49.79,25.08,8.32,44.73,36,54.77,9.46,38.4,55.92,83.5,31.47,#N/A,31.09,27.17,47.06
1/10/2005,26.96,29.41,41.84,1.23,18.72,#N/A,97.53,95.68,22.88,26.8,1.61,13.19,4.25,43.15,49.98,24.9,8.43,45.29,35.91,55,9.45,38.27,56.36,83.62,31.38,#N/A,31.07,27.28,47.16
1/11/2005,26.5,29.06,41.64,1.15,18.64,#N/A,96.77,95,22.54,26.73,1.57,13.2,4.11,43.24,49.85,24.65,8.32,45.18,35.4,55.1,9.1,37.9,56.3,83.3,31.52,#N/A,31.01,27.21,46.72
1/12/2005,26.39,29.49,42.3,1.17,18.93,#N/A,97.69,95.21,23.16,26.78,1.54,13.48,3.78,43.12,50.59,24.81,8.34,45.06,35.68,55.8,9.1,37.99,56.51,77.18,32.08,#N/A,30.59,27.72,46.61
1/13/2005,26.18,29.11,42.6,1.25,18.78,#N/A,97.66,94.45,22.82,26.27,1.55,13.48,3.81,42.1,50.55,24.43,8.28,44.5,35.23,55.35,9.06,37.77,55.53,76.1,31.65,#N/A,30.32,27.75,46.29
1/14/2005,26.29,29.12,44.55,1.25,18.88,#N/A,99.98,94.1,23.02,26.12,1.62,13.63,3.75,42.21,51.07,24.41,8.39,44.89,35.52,56,9.11,37.81,55.88,75.95,31.76,#N/A,30.35,28.3,46.15
1/17/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/18/2005,26.1,29.19,44.58,1.26,18.74,#N/A,101.95,94.9,22.94,26.32,1.61,13.78,3.76,42.62,51.5,24.88,8.5,45.73,35.96,56.53,9.28,38.4,55.99,75.3,32.16,#N/A,30.73,28.74,46.52
1/19/2005,26,28.94,43.96,1.25,18.15,#N/A,98.65,93.1,22.6,25.98,1.58,13.47,3.75,41.07,51.05,24.79,8.51,44.97,35.44,55.89,9.21,37.84,56.68,75.57,31.8,#N/A,30.5,28.5,46.45
1/20/2005,25.67,29.04,42.36,1.26,18.32,#N/A,96.96,93,22.58,25.86,1.58,13.28,3.65,37.78,50.72,24.47,8.48,45.31,35.37,55,9.09,37.25,56.7,75.22,31.4,#N/A,30.27,28.52,45.87
1/21/2005,25.16,28.54,41.16,1.26,18.01,#N/A,94.14,92.38,22.42,25.65,1.58,13.31,3.61,37.8,50.44,24.58,8.4,45.09,35.13,54.75,9.08,36.85,55.65,74.99,31.49,#N/A,30.06,28.15,45.46
1/24/2005,24.9,27.7,40.38,1.26,17.75,#N/A,90.36,91.79,21.99,25.67,1.59,13.24,3.48,36.54,51.13,24.54,8.5,45.22,35.26,54.47,9.03,36.88,55.21,75.4,31.15,#N/A,29.98,27.95,46.04
1/25/2005,25.2,27.79,40.94,1.29,17.51,#N/A,88.56,92.19,22.26,26.02,1.62,13.59,3.43,36.66,51.33,24.45,8.49,45.59,35.7,54.26,8.93,36.86,55.73,76.09,31.33,#N/A,30.17,28.8,46.78
1/26/2005,25.4,28.01,41.34,1.29,17.69,#N/A,94.62,91.95,22.42,26.01,1.58,13.62,3.45,36.9,51.7,24.58,8.53,45.77,35.49,55.23,8.89,36.83,55.44,75.5,31.72,#N/A,30.44,28.58,46.48
1/27/2005,25.68,28.09,42.31,1.3,18.18,#N/A,94.04,91.98,22.31,26.11,1.6,13.97,3.41,36.14,51.75,23.67,8.65,45.53,35.61,56.4,8.85,36.75,55.32,74.01,32.15,#N/A,30.22,28.3,46.2
1/28/2005,25.6,27.74,42.22,1.32,17.9,#N/A,95.17,92.89,22.24,26.18,1.63,13.68,3.37,36.35,51.27,23.62,8.62,45.7,35.75,56.38,8.78,37,54.15,74.1,32.09,#N/A,30.26,28.23,46.22
1/31/2005,26.05,28.45,43.22,1.37,18.04,#N/A,97.81,93.42,22.45,26.28,1.64,13.77,3.43,37.24,51.6,23.76,8.55,46.37,36.13,57.81,8.89,37.33,53.23,74.68,31.68,#N/A,30.65,28.63,46.7
2/1/2005,25.99,28.95,42.48,1.38,18.13,#N/A,95.95,93.86,22.63,26.39,1.64,13.65,3.43,36.83,53.27,23.92,8.58,46.68,36.28,58.72,9,37.5,52.87,75.23,31.47,#N/A,30.9,28.8,49.68
2/2/2005,25.83,31.15,41.88,1.42,18.15,#N/A,102.98,94.3,22.58,26.46,1.6,13.56,3.33,36.39,53.93,24.39,8.59,46.73,36.25,58.88,8.88,37.52,53.4,75.2,31.35,#N/A,30.39,28.83,48.82
2/3/2005,25.48,31.71,35.75,1.39,17.52,#N/A,105.43,93.54,22.38,26.18,1.7,13.34,3.34,36.11,54.52,24.62,8.59,46.4,36.07,58.32,9.03,37.39,53.24,74.82,31.62,#N/A,30.53,28.8,48.5
2/4/2005,25.73,32,35.72,1.41,17.9,#N/A,102.18,94.51,23,26.32,1.72,13.66,3.52,36.95,55.29,24.6,8.6,46.89,36.25,57.65,9.28,37.69,52.62,74.1,32.01,#N/A,30.49,29.31,48.86
2/7/2005,25.77,31.76,35.69,1.41,18.16,#N/A,98.01,94.53,22.91,26.16,1.65,13.55,3.41,35.98,55.4,24.47,8.56,46.64,36.23,58.14,9.25,37.97,52.53,74.14,31.52,#N/A,30.71,29.88,48.63
2/8/2005,25.85,31.85,36.3,1.44,18.24,#N/A,99.32,94.13,23.41,26.24,1.64,13.47,3.5,36.24,55.78,24.61,8.72,46.89,36.43,58.7,9.14,37.76,51.98,74.08,31.78,#N/A,30.72,29.84,48.21
2/9/2005,25.51,31.3,35.89,1.41,17.63,#N/A,95.79,92.7,23.3,26.07,1.64,13.17,3.32,35.69,55.54,24.38,8.63,46.44,36.09,58.45,9.77,37.5,51.51,73.8,31.62,#N/A,30.46,29.35,47.94
2/10/2005,25.42,31.34,35.78,1.4,17.58,#N/A,93.99,92.76,23.5,26.06,1.62,13.14,3.27,35.31,56.34,24.1,8.65,46.93,36.05,59.7,9.75,37.45,51.62,74.51,32.3,#N/A,30.22,29.35,48.24
2/11/2005,25.2,31.85,35.78,1.45,17.7,#N/A,93.7,93.3,24.17,25.97,1.59,13.35,3.36,36.16,56.11,24.26,8.64,46.82,36.23,59.69,9.67,37.48,52.15,75.2,31.91,#N/A,30.15,29.34,48.31
2/14/2005,24.64,31.74,36.03,1.51,17.97,#N/A,96.49,93.57,24.31,26.01,1.59,13.31,3.41,37.17,56.83,24.37,8.73,46.93,36.32,59.37,9.43,37.5,52.7,75,31.87,#N/A,30.66,29.39,47.79
2/15/2005,24.9,32.46,36.14,1.58,17.92,#N/A,97.61,94.33,24.47,25.93,1.61,13.29,3.57,36.88,56.92,24.52,8.95,47.06,36.39,59.96,9.59,37.55,53.48,77.02,32.34,#N/A,30.65,29.58,47.71
2/16/2005,25.05,32.3,35.66,1.61,17.71,#N/A,99.2,94.62,24.14,25.79,1.56,13.33,3.5,35.99,58.48,24.51,8.99,46.77,36.22,59.95,9.56,37.33,53.31,78.87,32.36,#N/A,30.38,29.33,47.81
2/17/2005,24.51,31.54,35.69,1.57,17.45,#N/A,98.95,93.75,23.63,25.65,1.5,12.96,3.53,35.35,58.13,24.25,8.83,46.36,36.03,59.3,9.47,36.78,53.33,77.67,31.94,#N/A,30.2,29.35,47.71
2/18/2005,24.9,31.42,35.31,1.55,17.3,#N/A,98.97,93.27,24.02,25.48,1.52,12.94,3.99,34.64,59.41,24.18,8.99,45.74,35.88,59.19,9.53,36.51,53.5,77.22,31.75,#N/A,29.91,29.06,47.38
2/21/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/22/2005,24.8,30.76,34.72,1.52,17.31,#N/A,95.68,92.32,23.76,25.23,1.46,12.66,3.98,34.54,58.25,24.03,8.82,45.2,35.35,58.67,9.34,35.93,52.25,76.23,31.04,#N/A,29.42,28.43,47.08
2/23/2005,24.71,30.88,34.14,1.58,17.28,#N/A,96.97,92.1,23.31,25.2,1.46,12.95,3.92,34.13,59.42,24.14,8.84,45.73,35.27,58.55,9.24,36.48,53.49,76.65,31.39,#N/A,29.75,28.65,47.26
2/24/2005,24.48,30.7,34.69,1.59,17.18,#N/A,94.44,92.64,23.7,25.37,1.49,13.01,4.05,35.51,61.13,24.16,8.85,46.2,35.55,59.24,9.28,36.68,53.83,77.4,31.47,#N/A,29.85,28.15,47.58
2/25/2005,25.15,30.72,34.99,1.59,17.2,#N/A,92.93,92.8,24.09,25.25,1.57,13.13,4.12,37,63.26,24.21,8.82,46.79,35.62,59.81,9.38,36.97,54.19,77.19,31.79,#N/A,29.95,27.89,47.78
2/28/2005,25.55,30.88,35.18,1.6,17.42,#N/A,93.99,92.58,23.99,25.16,1.53,12.95,4.01,36.05,63.31,24.06,8.99,46.65,35.2,59.22,9.44,36.55,53.09,77.49,31.43,#N/A,29.69,27.94,47.4
3/1/2005,25.59,31.17,35.39,1.59,17.5,#N/A,93.03,93.3,24.62,25.28,1.54,13.15,4.13,36.36,62.1,24.32,9.03,47.08,35.22,59.5,9.41,37.09,53.51,77.42,31.43,#N/A,29.93,28.48,47.84
3/2/2005,25.42,31.18,35.5,1.58,17.74,#N/A,92.6,92.92,24.52,25.26,1.53,13.05,4.23,36.28,62.68,24.32,8.96,46.57,35.6,59.73,9.4,36.99,53.59,76.91,31.32,#N/A,29.75,28.69,47.88
3/3/2005,25.11,31.18,35.65,1.49,17.8,#N/A,93.5,92.41,24.5,25.17,1.51,13.09,4.21,35.41,63.05,24.36,8.86,46.33,35.55,59.69,9.45,37.01,53.48,77.25,31.37,#N/A,29.71,28.57,47.89
3/4/2005,25.37,31.89,35.85,1.53,18.04,#N/A,92.95,92.37,24.68,25.17,1.53,13.28,4.15,35.5,63.57,24.49,8.93,46.78,36.12,59.94,9.33,37.51,53.85,77.91,31.7,#N/A,30.25,28.88,48.1
3/7/2005,25.49,32.53,36.32,1.53,18.24,#N/A,94.4,91.6,25.11,25.47,1.51,13.6,4.12,37.39,63,24.42,8.86,46.47,36.13,59.76,9.48,37.34,53.7,78.38,31.87,#N/A,30.37,28.96,48.1
3/8/2005,25.32,32.48,35.83,1.45,18.12,#N/A,92.6,92.13,24.8,25.4,1.45,13.62,4.2,36.29,63.1,24.17,8.43,46.26,36.06,60.43,9.5,36.94,53.35,78.55,32.18,#N/A,30.4,28.53,47.64
3/9/2005,25.17,32.48,35.4,1.41,18.53,#N/A,90.67,92.35,24.84,25.31,1.43,13.35,4.07,36.74,60.79,24.1,8.25,45.7,35.74,60.54,9.37,36.47,53,77.11,31.64,#N/A,29.87,27.98,46.96
3/10/2005,24.95,32.66,34.91,1.42,18.71,#N/A,89.99,92.41,24.85,25.43,1.41,13.26,3.87,37.08,60.37,24.12,8.04,45.86,36.13,60.53,9.35,36.36,53.27,76.96,32.04,#N/A,30.11,28,47.3
3/11/2005,24.46,32.21,34.75,1.44,18.45,#N/A,88.9,91.51,24.2,25.09,1.35,13.09,3.88,37.35,61.05,24,7.99,45.77,35.82,59.49,9.05,36.11,52.51,76.06,31.89,#N/A,29.9,27.59,46.87
3/14/2005,24.48,32.67,34.6,1.44,18.54,#N/A,87.49,91.9,24.27,25.11,1.36,13.15,3.89,37.46,61.28,24.09,8.01,45.8,36.22,59.88,9.17,36.45,53.25,76.54,32.4,#N/A,30.05,28.02,47.14
3/15/2005,23.98,32.27,34.18,1.46,18.25,#N/A,89.3,91.38,23.88,24.91,1.31,13.15,3.82,38.11,60.35,23.66,7.81,45.54,36,60,9.14,36.25,52.92,75.38,32.19,#N/A,29.99,28.6,46.83
3/16/2005,24.03,31.6,33.87,1.47,18.07,#N/A,87.8,90.65,23.54,24.63,1.31,13.02,3.74,37.76,60.29,23.42,7.66,44.8,35.74,59.95,9.18,36.25,52.81,74.41,31.94,#N/A,29.77,28.65,46.11
3/17/2005,23.95,31.95,33.97,1.51,18.03,#N/A,89.64,89.86,23.41,24.54,1.31,13.16,3.88,36.88,61.49,23.4,7.88,44.78,35.37,60.23,9.25,36.15,52.75,74.53,32.21,#N/A,29.8,28.37,45.91
3/18/2005,23.66,33.91,34.16,1.53,17.8,#N/A,90.02,89.28,23.41,24.31,1.31,12.54,3.75,36.47,62.65,23.35,7.81,44.94,35.88,60.55,9.13,36.01,53.4,73.5,32.65,#N/A,29.69,28.09,45.87
3/21/2005,24.01,33.35,33.67,1.56,17.94,#N/A,90.44,89.51,23.5,24.2,1.33,12.65,3.84,36.53,62.15,23.21,7.86,44.3,36.01,59.95,9.15,35.79,52.74,73.48,32.67,#N/A,29.6,28.18,45.77
3/22/2005,24.28,33.18,33.15,1.53,17.92,#N/A,89.3,89.5,23.02,23.99,1.31,12.49,3.78,36,60.9,23.04,7.84,43.66,35.5,59.9,9.08,35.06,52.05,73,32.33,#N/A,29.19,27.78,44.8
3/23/2005,24.3,33.14,33.18,1.52,17.75,#N/A,89.49,90.52,23.39,24.18,1.31,12.51,3.7,36.31,60.09,23.4,7.81,43.98,35.5,59.99,8.97,34.93,52.83,72.26,32.05,#N/A,29.37,27.78,44.14
3/24/2005,24.4,33.27,32.88,1.52,17.88,#N/A,89.62,90.7,23.18,24.28,1.29,12.4,3.68,35.76,59,23.3,7.85,43.75,35.73,59.83,8.99,34.93,52.6,72.2,32.07,#N/A,29.2,27.75,44.01
3/25/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
3/28/2005,24.57,33.56,33.39,1.52,17.89,#N/A,90.71,91.04,23.3,24.2,1.4,12.43,3.61,36.19,58.89,23.49,7.79,44.29,35.97,60.2,8.98,34.85,52.51,72.42,32.07,#N/A,29.44,28.17,44.72
3/29/2005,24.16,33.11,33.43,1.49,17.75,#N/A,89.78,90.6,23.15,23.92,1.44,12.28,3.57,35.75,58.27,23.33,7.85,43.89,35.53,60.39,9.89,34.58,51.86,71.86,31.92,#N/A,29.47,27.9,44.56
3/30/2005,24.56,33.87,34.32,1.53,18.03,#N/A,90.22,90.68,23.49,24.16,1.46,12.48,3.63,36.91,59.24,23.7,7.97,44.02,36.2,61.47,9.99,34.95,53.36,73.36,32.32,#N/A,29.85,28.35,45.05
3/31/2005,24.15,33.59,34.27,1.49,17.89,#N/A,90.25,91.38,23.23,24.17,1.55,12.48,3.75,36.63,59.6,23.69,8.02,44.1,36.06,61.06,9.96,34.6,53,72.74,31.99,#N/A,29.9,28.73,44.97
4/1/2005,24.44,33.38,34.01,1.46,17.7,#N/A,90.02,90.44,23.01,24.12,1.55,12.53,3.75,35.55,60.55,23.66,7.84,44.01,35.47,61.16,9.86,34.25,52.61,71.9,31.76,#N/A,29.72,28.58,44.56
4/4/2005,24.35,33.29,35,1.47,17.67,#N/A,92.64,90.32,22.93,24.23,1.57,12.69,3.74,36.08,60.65,23.91,7.87,44.16,35.24,61.6,9.95,33.77,53.9,72.35,31.42,#N/A,29.92,28.43,44.91
4/5/2005,24.86,33.42,35.28,1.5,17.82,#N/A,94.28,89.57,23.13,24.47,1.55,12.45,3.82,35.65,60.06,24.2,7.93,44.31,35.5,62.5,9.79,34.58,54,73,31.39,#N/A,29.84,28.54,44.84
4/6/2005,24.97,34.05,34.82,1.51,17.77,#N/A,94.61,89,23.05,24.67,1.59,12.38,3.82,35.12,60.9,23.91,7.92,44.6,35.5,62.1,9.88,34.68,53.96,73.04,31.59,#N/A,29.87,28.41,45.11
4/7/2005,24.89,34.2,34.9,1.56,18.15,#N/A,96.88,88.44,23.41,25.1,1.61,12.45,3.86,35.17,60.85,23.84,7.99,44.83,35.78,61.67,9.9,34.8,55.07,72.92,31.99,#N/A,29.94,28.7,45.3
4/8/2005,23.7,33.63,34.6,1.56,17.9,#N/A,96.02,87.6,23.29,24.94,1.72,12.36,3.84,34.9,60.01,23.75,7.97,44.68,35.74,61.32,9.82,34.5,54.5,71.7,31.72,#N/A,29.78,28.4,45.12
4/11/2005,23.34,33.4,34.6,1.5,17.99,#N/A,96.61,86.2,23.12,24.97,1.7,12.4,3.83,34.49,60.29,23.83,7.86,44.98,35.82,62.25,9.79,34.62,55.34,72,31.77,#N/A,30,28.13,44.92
4/12/2005,23.44,33.45,34.63,1.52,18.24,#N/A,96.97,85.75,23.22,25.32,1.67,12.49,3.91,34.6,60.43,23.89,7.88,45.52,36.09,62.11,9.86,35.04,55.52,72.65,32.12,#N/A,30.32,28.14,45.66
4/13/2005,23.12,32.53,34.3,1.45,18,#N/A,96.46,84.57,22.82,25.04,1.73,12.26,3.86,32.9,59.15,23.83,7.97,45.11,35.64,61.95,9.97,34.57,55.21,71.03,31.8,#N/A,30.11,27.7,45.59
4/14/2005,22.86,31.74,33.97,1.33,17.81,#N/A,95.72,83.64,22.49,24.84,1.71,12.09,3.77,33.57,58.75,23.65,7.95,44.68,35.5,61.01,9.87,34.19,55,69.92,31.36,#N/A,29.93,27.63,44.74
4/15/2005,22.5,30.33,33.02,1.26,17.2,#N/A,92.5,76.7,22.12,24.46,1.67,11.7,3.61,32.69,56.19,23,7.83,44.28,35.75,59.31,9.46,33.93,54.8,68.75,30.69,#N/A,29.57,27.37,44.4
4/18/2005,22.57,27.39,33,1.27,17.02,#N/A,93.48,76.65,22.21,24.65,1.62,11.8,3.73,32.52,57.25,23.21,7.64,44.73,36,59.24,9.28,34.64,54.6,68.87,30.9,#N/A,29.76,26.94,44.58
4/19/2005,22.44,29.05,32.78,1.32,17.18,#N/A,95.7,75.48,22.63,24.63,1.66,11.88,3.63,32.8,58.63,23.2,7.69,44.93,36,58.7,9.38,34.95,54.33,68.17,30.92,#N/A,29.47,27.15,44.25
4/20/2005,21.9,28.63,33.25,1.27,17.19,#N/A,99.05,72.01,22.66,24.32,1.64,11.78,3.61,33.21,57.14,22.96,7.78,44.23,35.52,58.39,9.35,34.76,53.39,67.26,31.16,#N/A,29.08,26.62,43.79
4/21/2005,21.96,29.77,33.73,1.33,17.68,#N/A,102.11,74.03,23.36,25.28,1.74,12.17,3.77,34.71,59.28,23.18,7.9,44.39,36.12,59.38,9.57,35.04,54.19,70.56,32.22,#N/A,29.34,27.67,44.12
4/22/2005,21.75,30.15,33.04,1.27,17.43,#N/A,107.9,74.21,23.24,24.98,1.6,11.92,3.64,33.92,59.42,23.2,7.8,44.37,36.1,58.8,9.43,34.87,53.89,67.9,31.96,#N/A,29.34,27.3,43.6
4/25/2005,21.85,30.02,33.53,1.3,17.48,#N/A,111.76,74.61,23.41,24.99,1.64,12.07,3.5,34.67,59.96,23.32,7.82,44.83,36.38,59.75,9.58,35.17,53.83,69,32.18,#N/A,29.58,27.2,44.62
4/26/2005,21.55,29.56,32.71,1.29,17.28,#N/A,109.37,75.43,23.32,24.76,1.61,11.88,3.6,34.5,59.27,23.16,7.74,44.61,36.18,59.84,9.29,35.08,53.37,68.49,31.87,#N/A,29.4,26.8,45.12
4/27/2005,21.47,29.23,31.72,1.28,17.25,#N/A,109.89,77.05,23.51,24.99,1.64,11.9,3.69,35.35,58.38,23.44,7.91,44.87,36.4,59.94,9.16,35.5,53.53,69.91,31.96,#N/A,29.76,26.84,45.61
4/28/2005,21.62,29.24,32.52,1.27,17.14,#N/A,109.72,75.91,23.19,24.45,1.64,11.62,3.62,34.84,56,23.52,7.84,44.69,35.67,60.47,9.22,35.02,53.99,69.77,31.42,#N/A,29.77,25.9,45.26
4/29/2005,21.7,29.74,32.36,1.29,17.27,#N/A,110,76.38,23.52,25.3,1.65,11.56,3.61,34.89,57.03,23.8,7.89,45.04,36.2,60.95,9.29,35.49,54.15,71.31,32.01,#N/A,29.97,26.4,46.13
5/2/2005,21.97,28.58,33.1,1.3,17.26,#N/A,111.14,76.51,23.55,25.23,1.65,11.6,3.58,35.05,57.74,23.78,7.97,45.34,36.25,61.86,9.52,35.57,54.8,71.98,31.92,#N/A,30.2,26.33,46.44
5/3/2005,22.1,28.65,33.21,1.29,17.31,#N/A,113.09,76.47,23.83,25.36,1.65,11.59,3.62,34.67,56.5,23.8,7.89,45.36,36.1,62.41,9.53,35.5,54.9,71.65,31.77,#N/A,30.15,26.25,46.39
5/4/2005,22.1,28.78,33.96,1.33,17.65,#N/A,114.25,77.08,24.11,25.21,1.66,11.72,3.75,35.65,57.23,23.8,8.16,45.97,36.2,63.88,9.55,36.1,55.14,71.61,32.16,#N/A,30.34,26.79,46.85
5/5/2005,21.82,28.46,33.96,1.31,18,#N/A,113.49,75.5,24.26,25.23,1.63,11.66,3.75,35.16,57.8,23.68,8.15,45.85,35.85,63.38,9.5,35.9,54.78,71.65,32.22,#N/A,30.13,26.71,46.55
5/6/2005,22,28.85,34.52,1.33,18.02,#N/A,114.01,75.25,24.49,25.22,1.65,11.76,3.84,35.58,57.6,23.62,8,45.49,35.85,63.03,9.53,35.61,54.75,71.52,32.1,#N/A,29.88,26.89,46.39
5/9/2005,22.08,29.34,34.64,1.32,18.21,#N/A,113.01,74.98,24.8,25.11,1.66,11.75,3.86,36.04,58.01,23.58,8.11,45.73,36.23,63.45,9.42,35.96,54.98,72.07,32.42,#N/A,30.11,27.06,46.21
5/10/2005,21.86,28.76,34.23,1.3,18.21,#N/A,113.9,73.3,24.67,24.9,1.65,11.52,3.88,35.59,57.23,23.45,8.13,45.38,35.83,63.71,9.28,35.14,54.88,71.63,32.08,#N/A,29.86,26.95,45.94
5/11/2005,21.92,28.97,33.82,1.27,18.55,#N/A,115.64,73.28,24.77,24.91,1.85,11.7,3.82,36.15,57.29,23.3,8.13,45.66,36.19,64.46,9.33,35.3,55.48,73.85,32.71,#N/A,30.03,26.67,45.85
5/12/2005,21.99,28.89,33.85,1.22,18.7,#N/A,114.36,72.62,24.84,25,1.98,11.89,3.75,35.69,54.82,23.25,8.05,45.34,35.87,64.75,9.15,34.83,55.44,72.54,32.08,#N/A,29.91,26.75,45.64
5/13/2005,22.05,29.05,33.9,1.24,18.89,#N/A,114.62,73.16,25.12,25.3,2.04,12.36,3.72,35.3,53.7,23.08,7.96,45.13,35.7,64.02,9.36,34.46,54.75,72.15,31.81,#N/A,29.63,27,45.3
5/16/2005,22.01,29.96,34.54,1.27,19.09,#N/A,115.52,74.34,25.33,25.49,2.12,12.35,3.76,35.34,53.35,23.35,8.16,45.85,36.24,64.5,9.54,34.74,55.14,73.18,32.34,#N/A,30.01,27.07,45.92
5/17/2005,22.05,29.89,34.73,1.26,19.06,#N/A,116.56,74.29,25.7,25.46,2.07,12.21,3.92,36.09,53.86,23.49,8.46,46.14,36.46,64.8,9.78,35.21,55.63,73.92,32.93,#N/A,30.23,27.28,46.08
5/18/2005,22.5,30.55,35.33,1.28,19.24,#N/A,119.58,76.36,25.93,25.7,2.21,12.33,3.96,36.55,53.65,23.68,8.44,46.65,36.9,64.84,10.24,36.05,56.4,74.9,33.27,#N/A,30.49,27.5,46.87
5/19/2005,22.79,31.06,35.59,1.34,19.38,#N/A,119.59,77.16,26.01,25.92,2.3,12.43,4.43,36.61,54.83,23.73,8.43,46.45,36.92,64.76,10.22,36.19,56.62,75.16,33.04,#N/A,30.64,27.94,46.6
5/20/2005,22.72,31.12,35.5,1.34,19.47,#N/A,120.8,76.41,26.35,25.74,2.28,12.55,4.62,37.33,54.01,23.63,8.55,46.57,37,64.54,10.22,36.06,56.48,74.99,33.09,#N/A,30.67,27.83,46.45
5/23/2005,22.76,31.36,35.68,1.42,19.55,#N/A,127.72,76.51,26.5,25.85,2.22,12.7,4.81,37.19,54.75,23.7,8.45,46.55,37.18,64.73,10.24,35.91,56.48,75.31,33.87,#N/A,30.7,27.55,46.44
5/24/2005,22.67,32.42,35.54,1.42,20,#N/A,128,75.81,26.96,25.75,2.06,12.8,4.9,37.1,55.04,23.61,8.4,46.61,37.07,65.07,10.32,35.89,56,75.41,33.67,#N/A,30.52,27.66,46.31
5/25/2005,22.34,32.76,35.25,1.42,19.62,#N/A,130.4,76,27,25.71,2.08,12.75,4.97,36.77,55.68,23.55,8.41,46.54,36.86,64.85,10.36,35.91,55.73,74.9,33.61,#N/A,30.45,27.65,46.07
5/26/2005,23.04,33.1,35.45,1.46,19.9,#N/A,129.6,77.14,27.37,25.9,2.09,12.92,5.04,37.43,56.22,23.65,8.42,46.71,36.94,65.32,10.44,35.94,55.81,74.95,33.86,#N/A,30.47,27.8,46.29
5/27/2005,23.1,33.17,35.5,1.45,19.79,#N/A,133,77.1,27.39,26.07,2.08,12.85,4.97,37.16,56.8,23.67,8.44,46.65,36.88,65.4,10.34,35.8,55.76,74.69,33.94,#N/A,30.4,27.88,46.61
5/30/2005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/31/2005,23.28,33.12,35.51,1.42,19.4,#N/A,138.63,75.55,26.96,25.8,2.04,12.8,5.06,37.27,56.2,23.38,8.39,46.32,36.48,64.89,10.22,35.75,55.15,73.65,33.57,#N/A,30.21,27.44,47.14
6/1/2005,23.36,33.18,36.5,1.44,19.64,#N/A,144.85,76.84,27.29,25.81,2.07,12.85,5.04,38.1,57.15,23.28,8.32,46.29,36.93,64.86,10.3,35.76,56.12,73.65,33.82,#N/A,30.75,27.58,47.34
6/2/2005,23.64,33.09,36.41,1.41,19.88,#N/A,143.94,77.35,27.59,25.79,2.13,12.98,5.24,38.25,57.32,23.42,8.4,46.18,36.9,65.18,10.3,35.74,55.97,73.64,33.7,#N/A,30.77,27.44,47.49
6/3/2005,23.46,32.54,35.59,1.37,19.4,#N/A,140.13,75.79,27.33,25.43,2.1,12.59,5.14,37.6,57.15,23.34,8.35,45.78,36.7,65.06,10.32,35.55,55.27,72.82,33.43,#N/A,30.68,27.32,47.43
6/6/2005,23.67,32.45,35.77,1.35,19.38,#N/A,145.47,75,27.17,25.37,2.17,12.65,5.03,37.79,57.6,23.3,8.4,45.9,36.61,64.89,10.25,35.51,55.31,72.86,33.65,#N/A,30.72,27.08,47.39
