Date,ACN,ADBE,AMZN,AAPL,CSCO,FB,GOOG,IBM,INTC,MSFT,NFLX,ORCL,CRM,QCOM,XOM,T,KR,BAC,GE,LMT,HPQ,JPM,PG,UPS,RTX,DELL,WFC,DIS,AXP
1/7/2015,88.53,71.11,298.42,26.94,27.3,76.15,499.73,155.05,36.02,46.23,46.74,43.15,56.93,73.73,90.72,33.17,32.49,16.94,24.08,190.83,18.04,59.07,90.07,108.46,70.94,#N/A,52.4,92.83,90.3
1/8/2015,89.88,72.92,300.46,27.97,27.51,78.18,501.3,158.42,36.69,47.59,47.78,43.41,58.59,74.51,92.23,33.5,33.1,17.29,24.37,195.13,18.47,60.39,91.1,110.41,72.15,#N/A,53.56,93.79,91.58
1/9/2015,89.78,71.84,296.93,28,27.79,77.74,494.81,159.11,36.76,47.19,47.04,43.39,58.16,74.42,92.1,33.4,32.92,16.98,24.03,195.02,18.46,59.34,90.25,109.6,71.75,#N/A,52.68,94.25,90.42
1/12/2015,89.51,71.12,291.41,27.31,28.05,76.72,491.2,156.44,36.6,46.6,45.55,43.27,57.73,73.57,90.33,33.49,33,16.68,23.98,194.47,18.12,58.83,89.92,109.64,72.02,#N/A,52.05,94.46,89.5
1/13/2015,89.83,70.59,294.74,27.56,28.1,76.45,494.82,156.81,36.5,46.36,46.26,42.93,57.97,72.97,90,33.49,33,16.45,23.86,194.35,18.07,58.84,90.3,110.11,71.96,#N/A,51.85,95.19,89.23
1/14/2015,88.78,69.99,293.27,27.45,27.92,76.28,499.5,155.8,36.35,45.96,46.32,43.06,57.25,72.22,89.74,33.33,32.88,16.04,23.78,193.23,17.92,56.81,89.99,109.37,71.44,#N/A,51.25,94.23,87.07
1/15/2015,88.17,70.29,286.95,26.71,27.41,74.05,500.42,154.57,36.19,45.48,46.25,42.63,55.11,71.38,88.96,33.26,33.31,15.2,23.58,192.37,17.34,54.99,89.86,109.29,71.44,#N/A,50.72,94.35,85.88
1/16/2015,88.89,71.73,290.74,26.5,27.68,75.18,506.69,157.14,36.45,46.24,48.19,43.51,56.64,71.29,91.12,33.8,33.37,15.38,23.59,194.71,17.41,55.93,91.25,110.3,73.09,#N/A,51.64,95.18,86.04
1/19/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/20/2015,88.62,71.49,289.44,27.18,28.07,76.24,505.51,156.95,36.09,46.39,49.83,43.9,57.29,72.48,91.09,33.95,33.2,15.26,23.85,195.75,17.53,55.71,91.19,111.31,73.96,#N/A,52,94.74,87.26
1/21/2015,88.34,71.54,297.25,27.39,27.84,76.74,516.62,152.09,36.48,45.92,58.47,43.49,57.71,71.59,91.87,34,33.5,15.41,24.04,195.5,17.51,55.89,90.73,111.68,74.91,#N/A,52.1,94.17,87.67
1/22/2015,89.5,73.48,310.32,28.1,28.5,77.65,532.93,155.39,36.91,47.13,61.21,44.05,58,71.91,92.87,33.79,33.85,16.09,24.28,198.09,18.19,57.59,91.62,114.25,75.8,#N/A,53.77,95.15,84.37
1/23/2015,89.22,74.06,312.39,28.25,28.21,77.83,538.47,155.87,36.45,47.18,62.49,44.19,58.62,72.18,90.89,33.37,33.98,15.73,24.48,197.44,18.2,56.68,90.08,102.93,75.5,#N/A,53.26,94.72,84.13
1/26/2015,89.08,72.74,309.66,28.28,27.97,77.5,533.74,156.36,35.81,47.01,63.79,43.9,59.78,72.61,91.76,33.18,34.46,15.85,24.59,195.68,17.63,56.77,89.58,102.35,74.73,#N/A,53.58,94.97,83.3
1/27/2015,86.16,71.46,306.75,27.29,26.9,75.78,517.21,153.67,34.19,42.66,64.88,43.4,57.79,71.77,90.95,32.81,34.67,15.63,24.38,190.55,16.96,56.2,86.49,100.85,74.99,#N/A,52.97,93.97,82.4
1/28/2015,84.36,70.25,303.91,28.83,26.81,76.24,508.6,151.55,33.78,41.19,63.21,42.69,56.35,70.99,87.95,32.68,34.44,15.2,23.84,189.25,16.87,54.75,85.15,99.3,73.58,#N/A,52.16,92.67,81.73
1/29/2015,85.64,71.64,311.78,29.73,27.22,78,509.26,155.48,34.21,42.01,63.4,42.86,58.1,63.69,87.58,32.96,34.67,15.43,24.08,192.5,17.13,55.67,85.67,100.42,73.28,#N/A,52.76,93.22,82
1/30/2015,84.03,70.13,354.53,29.29,26.37,75.91,533.06,153.31,33.04,40.4,63.11,41.89,56.45,62.46,87.42,32.92,34.53,15.15,23.89,188.37,16.4,54.38,84.29,98.84,72.23,#N/A,51.92,90.96,80.69
2/2/2015,85.83,71.11,364.47,29.66,26.83,74.99,527.03,154.66,33.65,41.28,63.01,42.68,57.28,65.53,89.58,33.56,34.84,15.46,24.21,189.33,16.56,55.47,85.12,100.13,73.36,#N/A,52.81,91.93,82.13
2/3/2015,87.92,71.92,363.55,29.66,27.12,75.4,527.79,158.47,33.7,41.6,65.27,43.04,58.61,66.96,92.25,34.34,35.25,15.89,24.47,192,17.15,56.72,85.95,100.57,74.82,#N/A,53.45,94.1,83.73
2/4/2015,87.34,72.28,364.75,29.89,26.69,75.63,521.33,156.96,33.6,41.84,64.1,42.42,58.99,66.96,91.46,34.41,35.67,15.79,24.16,192.28,17.21,56.38,85.79,100.53,74.13,#N/A,53.03,101.28,83.61
2/5/2015,88.47,73.1,373.89,29.99,27.26,75.61,526.14,157.91,33.94,42.45,64.13,43.16,59.26,67.95,92.36,34.54,35.78,15.97,24.5,194.06,17.23,56.77,86.7,101.46,75.59,#N/A,53.67,102.64,84.73
2/6/2015,88.15,72.54,374.28,29.73,27.24,74.47,529.55,156.72,33.3,42.41,63.48,42.98,59.17,66.35,91.5,34.87,35.85,16.49,24.52,195.24,17.23,57.89,85.61,100.67,75.4,#N/A,54.45,102.02,85.01
2/9/2015,87.36,72.33,370.56,29.93,27.12,74.44,526.39,155.75,32.93,42.36,63.3,43.4,57.98,67.11,91.56,34.64,35.42,16.35,24.64,193.02,17.09,57.82,85.05,100.46,75.09,#N/A,54.21,101.73,84.98
2/10/2015,87.52,72.76,373,30.51,27.49,75.19,535.47,158.56,33.7,42.6,64.85,43.99,58.79,70.26,91.01,34.85,35.85,16.42,24.72,195.67,17.2,58.46,85.39,101.08,75.14,#N/A,54.57,101.92,85.84
2/11/2015,87.96,73.01,375.14,31.22,26.93,76.51,534.5,158.2,33.55,42.38,64.98,43.36,58.8,70.21,90.6,34.39,35.85,16.36,24.77,196.31,17.33,58.37,85.64,100.91,74.69,#N/A,53.9,101.87,86.01
2/12/2015,89.09,74.59,377.17,31.62,29.46,76.23,541.44,158.52,34.13,43.09,65.25,43.89,61.26,70.39,92.37,34.61,36.23,16.67,24.89,197.48,17.42,59.57,86.03,101.41,75.26,#N/A,54.86,103.58,80.48
2/13/2015,89.79,76.51,381.83,31.77,29.43,75.74,547.51,160.4,34.36,43.87,66.59,43.93,62.85,70.88,93.37,34.66,36.43,16.61,25.15,196.95,17.51,59.67,85.9,101.79,76.3,#N/A,55.33,104.17,78.08
2/16/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/17/2015,89.3,77.13,375.43,31.96,29.31,75.6,541.35,160.96,34.74,43.58,67.14,43.84,62.07,70.8,93.05,34.71,36.63,16.63,25.17,197.57,17.49,60.1,85.49,102.51,76.35,#N/A,55.37,104.12,79.08
2/18/2015,89.43,77.73,373.37,32.18,29.49,76.71,538.22,162.19,34.27,43.53,67.87,44.1,63,70.54,91.01,34.49,36.72,16.3,25.25,198.57,17.32,59.37,86.26,102.62,76.77,#N/A,54.52,103.86,79.78
2/19/2015,90.27,77.73,379,32.11,29.31,79.42,541.38,163.89,34.21,43.5,67.8,44.11,62.81,70.98,89.44,34.09,36.22,16.21,25.01,201.71,17.42,59.23,85.21,101.7,77.35,#N/A,54.56,103.89,78.4
2/20/2015,90.49,78.55,383.66,32.37,29.61,79.9,537.47,163.65,34.41,43.86,68.31,43.77,63.74,71.52,89.92,34.08,36.4,16.38,25.21,203.99,17.43,59.8,84.87,101.96,78.1,#N/A,54.83,104.55,79.83
2/23/2015,90.57,78.1,380.14,33.25,29.63,78.84,530.45,162.91,33.76,44.15,67.41,43.78,62.58,70.94,89.01,33.85,36.57,16.2,25.17,205.59,17.34,59.35,85.39,101.77,77.86,#N/A,55.1,104.99,80.3
2/24/2015,90.85,77.68,378.59,33.04,29.63,78.45,534.62,164.83,34.41,44.09,67.84,43.88,61.93,71.37,89.42,34.05,36.46,16.38,25.39,206.62,17.47,60.82,85.5,102.32,77.9,#N/A,55.37,104.67,80.86
2/25/2015,90.6,78.07,385.37,32.2,29.49,79.56,542.38,162.81,33.95,43.99,68.33,43.73,62.87,71.68,89.6,34.21,36.17,16.49,25.91,204.86,15.74,61.14,85.46,101.96,77.64,#N/A,55.33,105.57,82.17
2/26/2015,90.3,78.96,384.8,32.6,29.91,80.41,553.96,160.87,33.65,44.06,69,43.89,70.24,72.01,88.65,34.5,36.05,16.04,25.89,201.33,15.44,61.58,85.17,101.86,77.2,#N/A,55.15,104.56,83.25
2/27/2015,90.03,79.1,380.16,32.12,29.51,78.97,556.87,161.94,33.25,43.85,67.84,43.82,69.38,72.51,88.54,34.56,35.58,15.81,25.99,200.05,15.82,61.28,85.13,101.73,76.72,#N/A,54.79,104.08,81.59
3/2/2015,91.18,79.79,385.66,32.27,30.19,79.75,569.78,160.48,34.06,43.88,68.61,44.03,68.46,72.66,88.04,34.64,35.47,16.01,26.11,203.02,15.85,61.77,85.41,101.93,77.52,#N/A,55.55,105.89,82.03
3/3/2015,90.84,78.99,384.61,32.34,29.54,79.6,572.07,161.03,34.1,43.28,67.82,43.38,66.95,71.41,87.62,34.41,34.99,16.04,25.86,199.93,15.69,61.97,85.16,101.5,76.59,#N/A,55.45,106.35,81.91
3/4/2015,90.91,77.63,382.72,32.14,29.33,80.9,571.8,159.42,34.12,43.06,67.11,43.61,64.88,70.85,87.18,34,34.83,15.84,25.66,198.97,15.52,62.13,84.35,100.42,76.17,#N/A,54.82,105.57,80.63
3/5/2015,92.05,78.62,387.83,31.6,29.3,81.21,573.76,161.18,33.73,43.11,66.81,43.8,65.59,70.93,86.74,34,37.16,16,25.82,199.1,15.44,62,84.63,100.72,76.01,#N/A,54.84,105.03,81.15
3/6/2015,90.67,77.55,380.09,31.65,28.93,80.01,566.13,158.5,33.19,42.36,64.87,42.38,64.56,71.51,85.63,33.48,37.17,16.22,25.42,197.66,15.06,60.89,82.66,100.62,75.16,#N/A,54.59,103.82,80.31
3/9/2015,90.79,77.93,378.56,31.79,29.36,79.44,567.29,160.77,32.72,42.85,63.66,42.69,65.48,72.71,85.16,33.35,37.53,16.17,25.64,199.74,14.96,61.5,83.09,100.55,76.62,#N/A,54.67,105.26,80.51
3/10/2015,88.06,76.01,369.51,31.13,28.66,77.55,553.49,157.81,31.7,42.03,62.15,41.82,63.76,71.89,84.26,32.78,37,15.79,25.17,197.58,14.83,59.96,81.54,99.47,73.88,#N/A,53.29,103.09,79.11
3/11/2015,86.86,76.01,366.37,30.56,28.26,77.57,549.67,156.8,32.33,41.98,62.88,41.47,63.68,70.27,84.02,32.62,37.35,16.11,25.19,197.21,14.81,60.24,81.39,98.72,74.47,#N/A,53.7,102.89,79.45
3/12/2015,88.2,77.4,374.24,31.11,28.24,78.93,553.99,157.98,30.8,41.02,64.05,41.62,64.95,69.37,84.22,33.13,38.15,16.09,25.4,198.78,14.86,61.37,82.09,99.67,76.3,#N/A,55.59,107.17,81.56
3/13/2015,87.87,77.62,370.58,30.9,27.94,78.05,545.82,154.28,30.93,41.38,62.63,42.38,64.6,68.64,83.87,32.76,38.17,16.09,25.04,197.11,14.72,61,81.83,98.53,74.72,#N/A,55.34,106.44,80.6
3/16/2015,88.91,78.33,373.35,31.24,28.3,78.07,552.99,157.08,30.83,41.56,60.28,43.41,66.43,70,84.76,33.06,38.53,16.13,25.45,202.11,14.7,61.85,83.56,100.26,75.56,#N/A,55.73,107.37,81.5
3/17/2015,88.84,79.66,371.92,31.76,28.15,79.36,549.33,156.96,30.59,41.7,59.79,42.87,67.55,69.82,84.08,32.9,38,16.09,25.31,200.67,14.72,61.61,82.85,99.6,75.43,#N/A,55.91,106.96,81.06
3/18/2015,90.93,76.89,375.14,32.12,28.15,80.91,557.97,159.81,30.89,42.5,60.45,44.13,68.55,70.23,86.07,33.59,37.9,15.98,25.64,202.6,15,61.75,83.75,100.26,75.71,#N/A,56.17,107.97,81.86
3/19/2015,90.19,77.14,373.24,31.87,28.26,82.75,556.46,159.81,30.74,42.29,60.74,44.16,68.88,69.83,84.41,33.2,38.2,15.61,25.33,202.19,14.91,61.2,83.38,99.91,75.13,#N/A,55.51,107.37,81.54
3/20/2015,91.48,77.36,378.49,31.48,28.44,83.8,558.83,162.88,31.31,42.88,61.19,44.41,67.69,70.04,84.54,33.23,38.42,15.84,25.4,203.77,15.11,61.75,84.74,100.25,75.18,#N/A,56.01,108.43,82.7
3/23/2015,91.54,76.35,375.11,31.8,28.41,84.43,557.28,164.63,31.2,42.86,60.71,44.25,67.66,70.07,85.43,33.28,38.47,15.72,25.47,202.92,15.19,61.14,84.86,99.88,74.69,#N/A,55.78,108.22,82.2
3/24/2015,89.41,75.45,374.09,31.67,28,85.31,568.63,163,30.79,42.9,62.61,43.71,67.37,68.97,84.52,33.07,38.59,15.61,25.27,203.3,15.12,60.46,83.92,99.26,74.84,#N/A,55.35,107.11,81.37
3/25/2015,88.21,73.13,370.96,30.85,27.46,82.92,557.26,159.2,29.89,41.46,60.25,42.93,65.78,67.21,84.86,32.62,37.96,15.41,24.91,199.02,14.62,59.61,83.01,97.46,73.29,#N/A,54.54,105,80.11
3/26/2015,94.17,72.97,367.35,31.06,27.09,83.01,553.65,160.59,30.08,41.21,59.75,42.99,65.99,67.16,84.32,32.82,38.05,15.42,24.8,200.56,14.53,59.54,82.15,96.64,73.02,#N/A,54.5,105.24,78.48
3/27/2015,93.94,73.31,370.56,30.81,27.13,83.3,546.84,160.4,32,40.97,59.25,42.64,66.55,67.03,83.58,32.75,38.17,15.31,24.86,202.23,14.3,59.55,82.31,96.59,73.57,#N/A,54.12,105.48,77.97
3/30/2015,94.42,73.6,374.59,31.59,27.65,83.2,550.52,162.67,31.46,40.96,60.37,43.44,66.85,68.88,85.63,32.97,38.62,15.52,25.12,204.89,14.33,60.96,82.72,97.27,74.78,#N/A,54.77,106.12,78.05
3/31/2015,93.69,73.94,372.1,31.11,27.53,82.22,546.5,160.5,31.27,40.66,59.53,43.15,66.81,69.34,85,32.65,38.33,15.39,24.81,202.96,14.15,60.58,81.94,96.94,73.75,#N/A,54.4,104.89,78.12
4/1/2015,93.56,75.07,370.26,31.06,27.25,81.67,541.07,159.18,30.81,40.72,59.02,42.94,66.08,69.43,84.46,32.89,38.39,15.41,24.84,198.76,14.21,59.95,82.32,96.54,72.95,#N/A,53.94,105.44,78.93
4/2/2015,94.18,75.68,372.25,31.33,27.13,81.56,534.06,160.45,30.81,40.29,59.15,42.62,66.68,67.97,84.3,33.13,38.57,15.54,24.94,198.72,14.26,60.52,82.43,96.47,73.71,#N/A,54.37,106,79.7
4/3/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/6/2015,95.69,76.23,377.04,31.84,27.22,82.44,535.3,162.04,31.04,41.55,60.33,42.96,67.94,67.76,85.13,33.33,38.49,15.51,25.18,200.53,14.45,60.47,83.04,96.84,74.17,#N/A,54.08,105.63,79.63
4/7/2015,96.39,75.65,374.41,31.5,27.39,82.32,535.55,162.07,31.26,41.53,60.49,42.96,68.2,67.32,85.75,33.16,38.18,15.46,25.02,200.15,14.26,60.85,82.39,96.68,73.94,#N/A,54.02,105.43,78.33
4/8/2015,95.12,75.44,381.2,31.4,27.55,82.28,540.13,161.85,31.31,41.42,63.05,43.11,68.21,67.26,84.06,32.65,38.45,15.61,25.01,200.81,14.31,61.05,82.77,96.67,74.16,#N/A,54,106.36,78.69
4/9/2015,95.47,76.33,383.54,31.64,27.63,82.17,539.3,162.34,31.24,41.48,62.79,43.2,67.74,68.81,84.65,32.69,38.41,15.71,25.73,201.44,14.32,61.47,82.89,96.7,74.18,#N/A,54.19,106.77,79.16
4/10/2015,94.69,76.53,382.65,31.78,28.04,82.04,538.53,162.86,31.93,41.72,64.94,43.51,67.64,69.16,85.56,32.77,38.53,15.72,28.51,200.4,14.58,61.7,83.35,96.79,74.55,#N/A,54.32,106.95,79.59
4/13/2015,93.49,76.02,382.36,31.71,27.98,83.01,537.69,162.38,31.73,41.76,67.81,43.08,67.08,68.73,85.34,32.88,38.17,15.8,27.63,197.05,14.85,62.07,83.43,96.15,73.89,#N/A,54.59,106.51,79.27
4/14/2015,93.81,75.95,385.11,31.58,27.81,83.52,528.94,162.3,31.49,41.65,68.39,42.73,66.91,68.97,86.63,32.69,37.61,15.82,27.73,197.34,14.76,63.04,83.6,96.55,74.06,#N/A,54.19,106.66,79.49
4/15/2015,94.16,76.03,383.45,31.7,28.25,82.71,531.07,164.13,32.83,42.26,67.92,43.99,67.21,68.46,88.08,32.89,36.96,15.64,27.46,197.21,15,64.21,83.51,96.62,74.18,#N/A,54.81,106.98,79.75
4/16/2015,94.06,75.15,386.04,31.54,28.6,82.31,532.34,163.13,32.87,42.16,80.29,43.46,67.91,67.91,87.73,32.75,36.69,15.79,27.28,197.12,14.9,63.81,83.5,96.14,73.93,#N/A,54.81,108.1,80.91
4/17/2015,92.39,73.15,375.56,31.19,27.92,80.78,522.62,160.67,32.47,41.62,81.65,43,65.81,67.11,86.93,32.51,35.92,15.56,27.25,194.82,14.77,62.84,82.53,95.38,72.44,#N/A,54.05,106.69,77.32
4/20/2015,93.27,73.92,389.51,31.9,28.48,83.09,533.91,166.16,32.73,42.91,81.06,43.32,66.9,68.64,87.24,32.83,35.64,15.57,27.02,196.8,15.17,63.24,82.87,97.46,73.32,#N/A,54.36,108.22,77.23
4/21/2015,93,74.62,391.18,31.73,28.69,83.62,532.51,164.26,32.43,42.64,80.06,43.42,67.38,68.57,86.88,32.66,35.92,15.5,26.62,196.29,15.08,62.31,83.08,97.61,73.6,#N/A,54.28,107.68,77.28
4/22/2015,93.38,75.5,389.8,32.16,28.62,84.63,537.89,165.36,32.7,42.99,79.67,43.55,67.71,68.94,87.46,32.86,35.2,15.74,26.91,197.63,15.21,62.94,83.09,98.14,73.6,#N/A,54.67,107.94,78.44
4/23/2015,93.84,76.52,389.99,32.42,28.68,82.41,545.5,170.24,32.35,43.34,79.87,43.39,68.47,68.34,87.54,34.23,35.47,15.69,26.85,197.2,15.15,62.8,80.95,98.22,73.79,#N/A,54.86,109,78.15
4/24/2015,93.4,76.54,445.1,32.57,28.82,81.53,563.51,169.78,32.08,47.87,79.77,43.08,67.83,68.24,86.97,34.01,35.85,15.64,26.8,195.37,15.1,62.6,81,98.1,73.1,#N/A,54.7,109.53,77.99
4/27/2015,93.76,76.55,438.56,33.16,28.89,81.91,555.37,170.73,32.5,48.03,80.87,43.61,67.84,69.23,87.01,34.09,35.28,15.56,26.88,193.84,15.01,62.34,80.6,97.43,72.84,#N/A,54.97,110.16,77.49
4/28/2015,94.42,76.02,429.31,32.64,29.32,80.68,553.68,173.92,33.02,49.16,80.44,44.5,66.89,69.65,87.8,34.86,34.71,15.65,27.12,194.02,15.09,62.76,80.42,100.77,73.05,#N/A,55.41,109.92,77.49
4/29/2015,93.65,76.65,429.37,32.16,29.05,80.47,549.08,174.4,32.89,49.06,80.41,44.73,74.65,68.67,87.87,34.76,34.4,15.98,27.09,191.29,15.13,63.6,79.85,101.25,72.61,#N/A,55.46,109.81,77.16
4/30/2015,92.65,76.06,421.78,31.29,28.83,78.77,537.34,171.29,32.55,48.64,79.5,43.62,72.82,68,87.37,34.64,34.46,15.93,27.08,186.6,14.97,63.26,79.51,100.53,71.58,#N/A,55.1,108.72,77.45
5/1/2015,93.36,76.43,422.87,32.24,29.13,78.99,537.9,173.67,33.42,48.66,79.58,44.37,73.36,68.42,88.85,34.42,35.07,16.11,27.31,189,15.35,63.61,80.29,101.38,72.65,#N/A,55.19,110.52,77.68
5/4/2015,94.44,75.85,423.04,32.17,29.17,78.81,540.78,173.97,33.43,48.24,79.27,44.59,71.6,69.06,89.11,34.53,35.01,16.44,27.27,189.69,15.28,64.72,80.35,101.43,73.28,#N/A,55.73,111.03,78.28
5/5/2015,93.65,75,421.19,31.45,28.89,77.56,530.8,173.08,32.64,47.6,80.79,43.92,72.75,68.37,88.61,33.72,34.1,16.35,26.92,187.35,15.05,64.4,80.07,100.11,72.41,#N/A,55.72,110.81,77.84
5/6/2015,93,74.48,419.1,31.25,28.97,78.1,524.22,170.05,32.22,46.28,80.08,43.26,73.79,67.81,88.19,33.38,34.9,16.29,26.81,186.83,14.76,63.92,80.4,99.22,72.42,#N/A,54.92,109.72,77.85
5/7/2015,94.49,74.73,426.88,31.32,28.81,78.43,530.7,170.99,32.24,46.7,80.75,43.48,74.52,68.43,87.6,33.37,35.33,16.24,27.04,188.21,14.9,64.5,80.2,99.64,73.02,#N/A,54.81,109.26,78.43
5/8/2015,95.89,76.31,433.69,31.91,29.23,78.51,538.22,172.68,32.8,47.75,82.09,44.01,72.4,69.41,88.99,33.69,35.9,16.45,27.36,190.48,15.17,65.49,80.96,100.36,74.53,#N/A,56.05,110.11,78.98
5/11/2015,96.01,76.79,432.85,31.58,29.21,78.01,535.7,171.12,32.69,47.37,84.28,43.84,71.2,69.05,86.78,33.49,35.92,16.49,26.92,190.47,15.3,65.45,80.27,100.53,74.07,#N/A,55.51,108.6,79.7
5/12/2015,95.42,76.57,431.02,31.47,29.23,77.46,529.04,170.55,32.25,47.35,83.38,43.57,71.77,68.79,87.02,33.66,35.67,16.43,27.03,190.61,14.95,65.36,79.95,99.97,73.86,#N/A,55.47,109.24,79.08
5/13/2015,95.68,77.08,426.87,31.5,29.35,78.44,529.62,172.28,32.64,47.63,82.87,43.79,71.79,69.73,86.56,33.9,35.62,16.47,27.21,191,15.12,65.52,79.7,99.43,73.86,#N/A,55.6,109.19,79.86
5/14/2015,96.98,79.43,432.28,32.24,29.05,81.37,538.4,174.05,32.97,48.72,83.84,44.38,72.88,70.52,86.97,34.13,36.22,16.52,27.41,193.05,15.3,66.05,80.57,100.67,74.98,#N/A,56.04,109.93,80.75
5/15/2015,97.02,78.92,426,32.19,29.55,80.42,533.85,173.26,32.99,48.3,87.61,44.15,72.4,71.06,87.35,34.33,36.55,16.35,27.27,192.36,15.25,65.88,81.05,102.13,74.57,#N/A,55.52,110.3,80.22
5/18/2015,97.46,79.41,425.24,32.55,29.76,80.88,532.3,173.06,33.41,48.01,88.27,44.24,72.8,70.42,86.85,34.87,36.55,16.51,27.31,193.08,15.1,66.42,80.74,101.91,74.58,#N/A,55.75,110.33,80.17
5/19/2015,97.18,79.62,421.71,32.52,29.74,80.63,537.36,173.48,33.15,47.58,88.07,44.32,71.48,69.62,86.99,34.37,36.74,16.77,27.35,193.38,15.16,67.01,80.83,102.08,74.93,#N/A,56.4,110.56,81.36
5/20/2015,97.05,79.61,423.86,32.52,29.62,80.55,539.27,173.76,33.37,47.58,88.79,44.29,70.16,69.28,87.13,34.62,36.88,16.74,27.64,193.25,15.01,66.48,80.48,101.96,74.81,#N/A,56.08,110.2,80.96
5/21/2015,96.83,80.56,431.63,32.85,29.43,80.48,542.51,173.34,33.55,47.42,89,44.28,72.91,70.09,87.21,35.07,37.03,16.73,27.72,193.11,15.36,66.65,80.41,102.05,74.96,#N/A,56.01,110.39,80.76
5/22/2015,96.39,80.04,427.63,33.14,29.26,80.54,540.11,172.22,33.45,46.9,88.84,43.93,75.01,69.51,86.52,34.71,37.21,16.75,27.68,192.86,15.78,66.47,79.95,101.43,74.65,#N/A,56,110.26,81.25
5/25/2015,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/26/2015,96.09,79.36,425.47,32.41,28.95,79.33,532.32,170.13,33.1,46.59,87.99,43.33,73.57,69.36,85.35,34.67,37.12,16.5,27.52,190.51,15.15,65.73,79.14,100.52,73.55,#N/A,55.66,109.44,80.19
5/27/2015,96.77,80.16,431.42,33.01,29.31,80.55,539.79,172,33.71,47.61,89.86,44.14,73.95,71.02,85.11,34.95,37.1,16.74,27.52,191.35,15.34,66.47,79.39,100.92,74.03,#N/A,56.07,110.37,80.11
5/28/2015,96.91,80.02,426.57,32.95,29.35,80.15,539.78,171.71,34.01,47.45,89.51,43.86,72.68,70.6,85.11,34.8,36.97,16.67,27.63,190.12,15.28,66.2,79.33,99.87,74.06,#N/A,56.21,110.53,80.09
5/29/2015,96.04,79.09,429.23,32.57,29.31,79.19,532.11,169.65,34.46,46.86,89.15,43.49,72.75,69.68,85.2,34.54,36.4,16.5,27.27,188.2,15.16,65.78,78.39,99.22,73.74,#N/A,55.96,110.37,79.72
6/1/2015,96.19,79.87,430.92,32.63,29.18,80.29,533.99,170.18,33.91,47.23,89,43.79,73.1,69.42,85.13,34.35,36.49,16.55,27.28,191.07,15.33,66.08,78.85,99.48,73.63,#N/A,56.04,110.96,79.47
6/2/2015,96.33,79.82,430.99,32.49,29.08,80.44,539.18,169.65,33.27,46.92,89.13,43.7,72.9,69.35,85.14,34.36,36.15,16.72,27.33,190.77,15.38,66.02,78.54,99.43,73.84,#N/A,56.18,110.75,79.99
6/3/2015,96.98,80.13,436.59,32.53,29.09,82.44,540.31,169.92,32.73,46.85,88.81,43.97,73.47,69.86,84.95,35.03,36.3,16.93,27.53,191.89,15.42,66.7,78.56,100.6,74.58,#N/A,56.91,111.17,80.6
6/4/2015,95.93,78.75,430.78,32.34,28.61,82.05,536.7,168.38,32.31,46.36,89.35,43.77,72.21,68.9,84.22,35.27,36.1,16.78,27.26,190.17,15.12,66.33,78.15,100.1,73.72,#N/A,56.14,110.3,79.36
6/5/2015,95.4,78.86,426.95,32.16,28.58,82.14,533.33,167.4,31.84,46.14,90.46,43.81,73.55,68.26,84.28,34.57,35.51,17.19,27.29,189.33,14.95,67.42,77.43,100.51,73.63,#N/A,56.61,110.3,79.39
6/8/2015,94.77,78.16,423.5,31.95,28.28,80.67,526.83,165.34,31.3,45.73,89.6,43.1,71.84,67.28,84.85,34.59,35.35,17.08,27.24,189.37,14.84,66.89,77.71,99.27,73.11,#N/A,56.12,109.29,78.81
6/9/2015,94.94,77.9,425.48,31.86,28.24,80.67,526.69,165.68,31.25,45.65,92.45,43.07,71.76,66.84,84.58,34.51,35.35,17.31,27.33,189.35,14.79,67.18,78.9,99.62,73.19,#N/A,56.7,108.52,79.17
6/10/2015,96.52,79.56,430.77,32.22,28.66,82.16,536.69,168.92,31.82,46.61,95.87,43.94,73.03,67.31,85.21,34.72,35.65,17.59,27.63,189.28,14.94,68.26,79.54,100.46,73.94,#N/A,57.21,110,80.19
